property_id,lat,lng,addr_street,suburb,price,property_type,year,bedrooms,bathrooms,parking_space,Shopping_center_id,Distance_to_sc,Train_station_id,Distance_to_train_station,travel_min_to_CBD,Transfer_flag,Hospital_id,Distance_to_hospital,Supermarket_id,Distance_to_supermaket
2492,-37.808010100000004,144.8824768,76 Chirnside Street,Kingsville,9440000,house,2007,3,2,0,SC_043,2440.0,20023,734.0,19.0,0,hospital_056,1688.0,S_201,1587.0
3504,-37.814721,144.877418,40 Tuppen Street,Yarraville,4884000,house,2014,3,1,1,SC_043,2731.0,19996,1108.0,16.0,0,hospital_056,2524.0,S_201,2387.0
41454,-37.737604,145.081952,108 Graham Road,Viewbank,7479000,house,2015,3,1,1,SC_017,2342.0,19936,1511.0,30.0,0,hospital_066,2648.0,S_100,2679.0
65373,-37.79616547,145.3041534,42 TIMMS AVENUE,Kilsyth,5550000,house,2009,3,1,2,SC_022,1882.0,19877,1463.0,53.0,0,hospital_164,4462.0,S_224,860.0
35964,-37.677836,145.034597,3 Warwick Court,Thomastown,4455000,house,2016,3,1,2,SC_062,5348.0,20007,1812.0,40.0,0,hospital_041,2922.0,S_228,1650.0
33439,-37.699116,145.017156,1/3 Enderly Avenue,Reservoir,5550000,house,2013,3,1,2,SC_047,4540.0,20008,663.0,37.0,0,hospital_139,2655.0,S_228,2934.0
94603,-37.921884999999996,145.037317,105 Brewer Road,Bentleigh,9750000,house,2011,3,2,2,SC_046,1963.0,19938,398.0,39.0,0,hospital_110,1244.0,S_107,495.0
46999,-37.715939,145.155974,3 Kent Court,Eltham,6710000,house,2013,4,3,2,SC_051,4717.0,19987,766.0,44.0,0,hospital_075,4574.0,S_194,207.0
68815,-37.842711,145.036855,14 Norford Grove,Kooyong,12400000,house,2012,2,1,2,SC_083,2479.0,19910,425.0,13.0,0,hospital_168,1631.0,S_235,2067.0
69319,-37.866368,145.03583899999998,81 Claremont Avenue,Malvern,24000000,house,2011,3,2,1,SC_023,1256.0,19944,575.0,19.0,0,hospital_183,435.0,S_013,854.0
30413,-37.767247,144.99840600000002,8 Bent Street,Northcote,8560000,house,2016,3,1,1,SC_103,3095.0,20015,370.0,22.0,0,hospital_035,961.0,S_105,1858.0
47756,-37.803771999999995,145.036707,11 Derby Street,Kew,20020000,house,2015,3,2,1,SC_083,1861.0,19904,1970.0,20.0,0,hospital_064,1158.0,S_039,555.0
80144,-37.983959000000006,145.165026,331 Corrigan Road,Keysborough,11440000,house,2016,4,2,2,SC_057,1218.0,19890,2135.0,48.0,0,hospital_096,1198.0,S_079,1206.0
59274,-37.814909,145.197318,1/8 Harrison Street,Mitcham,7670000,house,2012,4,2,2,SC_088,1636.0,19900,583.0,39.0,0,hospital_010,571.0,S_202,2109.0
76414,-37.888864,145.079635,8 Fellows Street,Hughesdale,12640000,house,2015,3,1,2,SC_087,179.0,19918,692.0,32.0,0,hospital_166,2587.0,S_167,179.0
75935,-37.903679,145.088391,21 Queens Avenue,Oakleigh,12675000,house,2010,3,2,2,SC_087,1801.0,19917,368.0,34.0,0,hospital_166,1621.0,S_167,1801.0
84039,-37.851316,145.00513,44 Wrights Terrace,Prahran,33920000,house,2015,3,2,0,SC_066,1110.0,19946,774.0,22.0,0,hospital_132,454.0,S_115,364.0
96677,-37.999879,145.257198,25 William Ave,Hallam,6075000,house,2014,3,1,2,SC_077,979.0,19885,2274.0,57.0,0,hospital_119,3734.0,S_212,918.0
92824,-37.992136,145.096703,17 Verbena Street,Mordialloc,7370000,house,2015,4,1,2,SC_003,2432.0,19864,1791.0,40.0,0,hospital_001,2101.0,S_003,1934.0
31360,-37.75578,144.996166,59 Hutton Street,Thornbury,17850000,house,2014,4,1,0,SC_103,1873.0,20014,227.0,24.0,0,hospital_035,1299.0,S_105,841.0
36065,-37.676262,145.03853700000002,88 Bickley Avenue,Thomastown,5530000,house,2010,3,1,1,SC_062,4962.0,20007,2185.0,40.0,0,hospital_041,2736.0,S_229,1931.0
57473,-37.831122,145.165209,1 Ottawa Avenue,Blackburn,22490000,house,2016,4,3,2,SC_002,1419.0,19899,1448.0,36.0,0,hospital_060,828.0,S_066,528.0
12087,-37.702168,144.748387,10 Aneta Avenue,Hillside,3040000,house,2010,4,2,2,SC_048,3481.0,20000,2275.0,39.0,0,hospital_057,8719.0,S_163,968.0
980,-37.793935999999995,144.888394,4 Naismith Street,Footscray,9952000,house,2012,3,3,2,SC_085,2283.0,20023,917.0,19.0,0,hospital_003,201.0,S_201,1136.0
38238,-37.7725029,145.0315857,33 Bennett Street,Alphington,12155000,house,2009,4,2,3,SC_001,1033.0,19931,656.0,21.0,0,hospital_039,1018.9999999999999,S_219,1010.0
89906,-37.971197,145.047049,115 Weatherall Road,Cheltenham,7680000,house,2010,3,2,3,SC_079,2511.0,19866,831.0,35.0,0,hospital_055,1072.0,S_023,1516.0
47248,-37.706252,145.165085,5 Abersham Court,Eltham,11008000,house,2011,4,2,2,SC_051,3658.0,19987,1724.0,44.0,0,hospital_075,5217.0,S_194,1157.0
88677,-37.954019,145.056551,24 Dawn Street,Highett,8684000,house,2010,3,2,1,SC_079,1464.0,19866,1417.0,35.0,0,hospital_082,718.0,S_023,609.0
88735,-37.94485474,145.0327301,28 Spring Road,Highett,9360000,house,2008,3,1,0,SC_046,773.0,19872,896.0,35.0,0,hospital_110,1361.0,S_069,873.0
83708,-37.857394,145.008506,22 Larnook Street,Prahran,15400000,house,2015,3,1,0,SC_066,1728.0,19946,877.0,22.0,0,hospital_132,366.0,S_115,1079.0
15786,-37.740046,144.884903,51 Hamilton Street,Niddrie,14025000,house,2014,5,3,1,SC_082,1941.0,20036,3271.0,24.0,0,hospital_184,1793.0,S_198,1709.0
45154,-37.709452,145.09658000000002,49 Medbury Avenue,Greensborough,8550000,house,2014,4,2,0,SC_017,5716.0,19984,1138.0,35.0,0,hospital_075,949.0,S_020,612.0
16787,-37.698525,144.940191,205 West Street,Glenroy,6840000,house,2011,3,1,1,SC_030,3872.0,19961,1663.0,36.0,0,hospital_139,5520.0,S_004,955.0
95727,-37.90937042,145.03094480000001,4 Lysbeth Street,Mckinnon,19720000,house,2007,4,2,2,SC_046,3416.0,19940,654.0,36.0,0,hospital_126,1409.0,S_107,1496.0
28651,-37.79649734,144.989151,58 Hotham Street,Collingwood,7280000,house,2007,2,1,0,SC_008,2410.0,19975,552.0,11.0,0,hospital_178,1514.0,S_060,758.0
73379,-37.85665131,145.27297969999998,27 Duncan Avenue,Boronia,5222000,house,2009,3,2,2,SC_049,5221.0,19869,1088.0,52.0,0,hospital_002,442.0,S_024,1163.0
60836,-37.831011,145.201097,57 Glenburnie Road,Vermont,18200000,house,2015,3,2,1,SC_088,2296.0,19900,1655.0,39.0,0,hospital_010,2370.0,S_202,2326.0
67955,-37.84854507,145.0209045,20 Kent Court,Toorak,5940000,house,2008,3,2,2,SC_038,1423.0,19946,663.0,22.0,0,hospital_132,1225.0,S_115,1376.0
38510,-37.758794,145.040109,1/9 Osney Avenue,Ivanhoe,10080000,house,2015,3,1,2,SC_001,1026.0,19933,1218.0,24.0,0,hospital_039,966.0,S_219,1062.0
55084,-37.845738,145.08645900000002,16 Callanish Road,Camberwell,2700000,house,2016,3,2,2,SC_099,3452.0,19849,833.0,34.0,0,hospital_089,1466.0,S_160,1810.0
65740,-37.76267624,145.3226929,13 Great Oak Court,Mooroolbark,6565000,house,2008,4,2,0,SC_084,921.0,19876,2341.0,58.0,0,hospital_113,2826.0,S_168,541.0
38661,-37.763646,145.044019,167 Waterdale Rd,Ivanhoe,21600000,house,2015,4,2,2,SC_001,514.0,19933,597.0,24.0,0,hospital_039,1166.0,S_219,551.0
35204,-37.713858,145.02171299999998,55 Fordham Road,Reservoir,4725000,house,2011,3,2,2,SC_047,2851.0,20009,1262.0,34.0,0,hospital_025,1921.0,S_225,1377.0
65217,-37.798108,145.305519,2/65 Pascoe Avenue,Kilsyth,6175000,house,2010,3,2,2,SC_022,1977.0,19877,1606.0,53.0,0,hospital_164,4521.0,S_224,618.0
46677,-37.705666,145.166216,16 Foster Road,Eltham,10640000,house,2012,4,2,3,SC_051,3607.0,19987,1842.0,44.0,0,hospital_075,5315.0,S_194,1266.0
70879,-37.881627,145.09936299999998,74 Waverley Road,Chadstone,7488000,house,2015,3,1,2,SC_042,839.0,19839,1110.0,26.0,0,hospital_166,2047.0000000000002,S_026,1447.0
48892,-37.815932000000004,145.07685,1/7 Boston Road,Balwyn,8848000,house,2016,3,2,2,SC_099,1901.0,19893,1027.0,29.0,0,hospital_064,2636.0,S_113,2169.0
26638,-37.59352493,144.9269867,36 Cimberwood Drive,Craigieburn,3675000,house,2008,3,1,0,SC_016,1163.0,40221,1711.0,46.0,0,hospital_104,6391.0,S_178,621.0
13368,-37.703362,144.748992,63B Allenby Road,Hillside,6160000,house,2016,3,2,1,SC_048,3360.0,20000,2232.0,39.0,0,hospital_057,8585.0,S_163,1079.0
65005,-37.801718,145.288907,U3/30 ALFRICK ROAD,Croydon,20250000,house,2013,2,1,2,SC_022,590.0,19878,1010.9999999999999,49.0,0,hospital_164,3006.0,S_055,546.0
83674,-37.856854999999996,145.001172,20 Wrexham Road,Windsor,7496000,house,2010,3,1,1,SC_066,1256.0,19957,808.0,12.0,0,hospital_063,286.0,S_115,1045.0
72815,-37.856702,145.281651,10 Lyrebird Court,Boronia,5930000,house,2015,4,2,2,SC_049,4804.0,19869,482.0,52.0,0,hospital_049,663.0,S_024,611.0
35883,-37.678733,145.037428,15 Stella Drive,Thomastown,3960000,house,2015,4,1,0,SC_062,5198.0,20007,2047.0000000000002,40.0,0,hospital_041,2657.0,S_228,1919.0
48745,-37.8131342,145.034025,8 Charles Street,Kew,21200000,house,2012,4,3,2,SC_083,828.0,19904,952.0,20.0,0,hospital_086,743.0,S_208,771.0
211,-37.80411911,144.90704350000001,11 Levien Lane,Footscray,7930000,house,2007,3,2,2,SC_011,2549.0,20025,478.0,14.0,0,hospital_003,2058.0,S_201,879.0
65360,-37.804827,145.30635900000001,4/30-32 Colchester Road,Kilsyth,4446000,house,2011,3,2,2,SC_022,2145.0,19877,2297.0,53.0,0,hospital_164,4477.0,S_224,461.0
72192,-37.853245,145.25461,21 Mareeba Crescent,Bayswater,5369000,house,2013,3,1,0,SC_032,5046.0,19870,1748.0,50.0,0,hospital_002,1218.0,S_139,1573.0
73349,-37.854708,145.278725,25 Cardiff Street,Boronia,3498000,house,2009,3,1,1,SC_049,5124.0,19869,810.0,52.0,0,hospital_002,930.0,S_024,931.0
29721,-37.772863,144.999899,22 Oldis Avenue,Northcote,7680000,house,2010,2,1,1,SC_103,3709.0,20016,526.0,21.0,0,hospital_035,1310.0,S_105,2448.0
50810,-37.780481,145.13763500000002,14 Board Street,Doncaster,5624000,house,2010,3,2,2,SC_091,1261.0,19897,4494.0,35.0,0,hospital_194,2127.0,S_188,1402.0
93679,-38.00223541,145.08279419999997,7a George Street,Mordialloc,14100000,house,2009,3,2,2,SC_003,3506.0,19863,645.0,43.0,0,hospital_001,1560.0,S_119,732.0
6744,-37.78942871,144.84133909999997,44 Monash Street,Sunshine,6012000,house,2009,3,1,2,SC_102,1045.0,20021,751.0,25.0,0,hospital_174,1519.0,S_080,1131.0
53691,-37.820572,145.009966,7 Type Street,Richmond,12315000,house,2014,3,1,0,SC_038,2231.0,19906,806.0,12.0,0,hospital_122,560.0,S_076,1759.0
60904,-37.837575,145.188331,7 Judy Court,Vermont,11050000,house,2011,3,1,2,SC_088,2172.0,19900,2201.0,39.0,0,hospital_061,2876.0,S_202,1857.0
78909,-37.960144,145.14793600000002,29 Moncur Avenue,Springvale,10285000,house,2009,4,2,2,SC_057,4257.0,19913,1279.0,43.0,0,hospital_124,2914.0,S_075,809.0
58092,-37.821582,145.146328,4 Laurel Grove Nth,Blackburn,8547000,house,2011,4,2,2,SC_037,2121.0,19898,365.0,35.0,0,hospital_060,1530.0,S_018,1098.0
88164,-37.937788,145.0593,25 Barbara Street,Moorabbin,9262000,house,2015,3,1,2,SC_046,1850.0,19872,1935.0,35.0,0,hospital_159,1864.0,S_069,2039.0000000000002
96493,-38.003334,145.28088300000002,13 Nettle Drive,Hallam,5950000,house,2013,4,2,2,SC_077,2865.0,19885,1876.0,57.0,0,hospital_069,3658.0,S_212,1344.0
52821,-37.821978,145.00755800000002,250 Burnley Street,Richmond,11110000,house,2014,3,2,1,SC_038,2071.0,19906,621.0,12.0,0,hospital_122,409.0,S_076,1734.0
59154,-37.808747,145.178909,9 Efron Street,Nunawading,18700000,house,2016,3,1,1,SC_088,1179.0,19899,1366.0,36.0,0,hospital_070,1316.0,S_202,1704.0
10279,-37.784575,144.929439,23 Eltham Street,Flemington,9955000,house,2009,3,2,0,SC_011,1195.0,20040,309.0,15.0,0,hospital_114,1120.0,S_086,321.0
64756,-37.8093951,145.265085,60 Orchard Drive,Croydon,9146000,house,2011,4,2,2,SC_022,1955.0,19879,1341.0,47.0,0,hospital_164,854.0,S_157,1617.0
5709,-37.789320000000004,144.858428,30 Melon Street,Braybrook,6750000,house,2012,3,2,2,SC_043,554.0,20022,1175.0,21.0,0,hospital_056,2479.0,S_149,554.0
42908,-37.72365189,145.0612946,17 Springthorpe Boulevard,Macleod,4400000,house,2009,3,3,2,SC_047,3192.0,19983,739.0,32.0,0,hospital_025,1760.0,S_155,2835.0
58537,-37.82992172,145.1756897,12 Holberry Street,Nunawading,5610000,house,2008,4,2,2,SC_088,1228.0,19899,1040.0,36.0,0,hospital_060,1757.0,S_202,671.0
63845,-37.79582977,145.26565549999998,2/19 Ainslie Park Avenue,Croydon,4760000,house,2008,3,2,2,SC_022,1575.0,19878,1315.0,49.0,0,hospital_164,1596.0,S_157,943.0
73016,-37.86817169,145.291214,16 Daffodil Road,Boronia,5016000,house,2008,5,2,2,SC_049,3281.0,19869,1048.0,52.0,0,hospital_049,971.0,S_146,826.0
42268,-37.73879242,145.06492619999997,45 Ellesmere Parade,Rosanna,8160000,house,2009,3,1,2,SC_017,1915.0,19936,467.0,30.0,0,hospital_090,1731.0,S_100,2288.0
59541,-37.808389,145.200622,1a The Glade,Mitcham,12740000,house,2015,4,2,0,SC_088,2215.0,19900,1314.0,39.0,0,hospital_010,618.0,S_040,2506.0
84783,-37.880627000000004,144.99441399999998,225 Brighton Road,Elwood,19840000,house,2012,4,2,1,SC_015,1793.0,19955,530.0,16.0,0,hospital_116,1421.0,S_133,858.0
40866,-37.685394,145.062364,57 Betula Avenue,Bundoora,10200000,house,2014,4,2,2,SC_062,4271.0,19984,3415.0,35.0,0,hospital_041,679.0,S_155,1622.0
94438,-37.958639,145.077384,8 Pebble Beach Place,Heatherton,11888000,house,2014,3,2,2,SC_003,1728.0,19866,2193.0,35.0,0,hospital_109,496.0,S_023,1895.0
8404,-37.766197,144.787791,3 Pawleena Circuit,Cairnlea,12580000,house,2010,4,2,3,SC_102,4410.0,20003,2147.0,31.0,0,hospital_057,2435.0,S_159,877.0
51717,-37.789932,145.130766,9 Gilmore Road,Doncaster,12080000,house,2014,3,1,1,SC_091,526.0,20042,3362.0,30.0,0,hospital_194,2299.0,S_188,679.0
3785,-37.81456375,144.8886566,69 Castlemaine Street,Yarraville,8857000,house,2007,2,1,0,SC_043,3334.0,19996,182.0,16.0,0,hospital_056,2396.0,S_201,1744.0
85140,-37.875351,144.97746999999998,85 Dickens Street,Elwood,43010000,house,2015,4,3,2,SC_054,784.0,19956,1553.0,14.0,0,hospital_103,2064.0,S_017,774.0
31187,-37.759344,144.99274,357 St Georges Road,Thornbury,7700000,house,2012,4,1,2,SC_103,2344.0,20015,652.0,22.0,0,hospital_035,1387.0,S_105,1329.0
81703,-37.991005,145.251523,119 Doveton Avenue,Doveton,5610000,house,2014,3,1,1,SC_077,1604.0,19885,3379.0,57.0,0,hospital_119,2930.0,S_195,1581.0
56334,-37.86002,145.10055,2 Octavia Court,Burwood,3965000,house,2016,4,2,2,SC_042,2086.0,19848,1702.0,36.0,0,hospital_089,632.0,S_112,931.0
79268,-37.94317627,145.1647492,61 Garnsworthy Street,Springvale,6300000,house,2009,4,2,2,SC_073,4511.0,19913,1217.0,43.0,0,hospital_124,3359.0,S_075,1627.0
82166,-37.997103,145.228732,4 Cercis Court,Doveton,3315000,house,2012,3,1,1,SC_117,1350.0,19888,1847.0,53.0,0,hospital_119,1585.0,S_184,1543.0
86954,-37.889405,144.99901200000002,62 Brickwood Street,Brighton,9075000,house,2011,2,1,0,SC_015,2811.0,19954,544.0,17.0,0,hospital_116,1004.9999999999999,S_193,670.0
31282,-37.756638,145.00462199999998,47 Mansfield Street,Thornbury,14671000,house,2010,3,1,0,SC_103,1913.0,20014,561.0,24.0,0,hospital_035,754.0,S_105,626.0
59664,-37.811431,145.19858200000002,23 Dalmor Avenue,Mitcham,7520000,house,2015,5,2,1,SC_088,1888.0,19900,935.0,39.0,0,hospital_010,409.0,S_202,2408.0
17375,-37.70164871,144.9309082,50 Leonard Avenue,Glenroy,3624000,house,2009,3,1,1,SC_030,3819.0,20032,1248.0,33.0,0,hospital_184,5065.0,S_209,778.0
50586,-37.755789,145.13308700000002,5/17 Hakea Street,Templestowe,8820000,house,2015,2,2,2,SC_091,3539.0,19986,4621.0,40.0,0,hospital_193,2492.0,S_046,2596.0
79136,-37.950666,145.144194,47 Windsor Ave,Springvale,7085000,house,2012,2,1,1,SC_057,5335.0,19913,823.0,43.0,0,hospital_124,3756.0,S_075,722.0
31101,-37.76049423,145.01315309999998,302 VICTORIA ROAD,Thornbury,5610000,house,2009,4,2,2,SC_103,2528.0,20014,1419.0,24.0,0,hospital_035,539.0,S_105,1343.0
46158,-37.718081,145.13483200000002,58 Adam Crescent,Montmorency,4653000,house,2011,3,1,0,SC_051,5408.0,19986,1213.0,40.0,0,hospital_075,2930.0,S_194,2069.0
7662,-37.745321000000004,144.761998,84 Evergreen Avenue,Albanvale,6368000,house,2016,3,2,2,SC_048,2268.0,20001,3316.0,36.0,0,hospital_057,4920.0,S_156,1107.0
65958,-37.778832,145.30868,2/ 38 Esther Crescent,Mooroolbark,6860000,house,2011,2,1,2,SC_084,2348.0,19877,736.0,53.0,0,hospital_113,4470.0,S_168,2368.0
42544,-37.740253,145.086967,7 Robern Parade,Viewbank,9528000,house,2015,3,1,1,SC_017,2370.0,19936,1856.0,30.0,0,hospital_066,2775.0,S_100,2663.0
70180,-37.86960983,145.08592219999997,51 Warner Avenue,Ashburton,7020000,house,2009,3,1,2,SC_042,991.0,19847,569.0,37.0,0,hospital_098,635.0,S_112,774.0
80667,-37.98025894,145.2066498,1/56 Potter Street,Dandenong,3111000,house,2009,2,1,1,SC_112,1060.0,19888,1114.0,53.0,0,hospital_033,947.0,S_183,696.0
86446,-37.917621999999994,144.994589,27 Burrows Street,Brighton,11050000,house,2011,2,1,2,SC_046,4549.0,19951,315.0,22.0,0,hospital_156,704.0,S_009,279.0
67799,-37.844167,145.019101,1 Cole Court,Toorak,32000000,house,2012,3,3,2,SC_038,1034.0,19946,866.0,22.0,0,hospital_132,1426.0,S_102,1045.0
74789,-37.896801,145.047979,20 Miller Street,Carnegie,15360000,house,2015,3,1,1,SC_041,1637.0,19942,937.0,32.0,0,hospital_126,2547.0,S_015,1256.0
39927,-37.69950104,145.06729130000002,2 Bingham Court,Bundoora,4656000,house,2009,3,1,1,SC_047,5431.0,19984,1934.0,35.0,0,hospital_037,917.0,S_155,1099.0
67395,-37.739545,145.341119,37 Benito Court,Lilydale,10850000,house,2010,4,2,2,SC_084,3165.0,19876,1870.0,58.0,0,hospital_151,1995.0,S_233,2198.0
85689,-37.890757,145.012568,49 Trevelyan Street,Elsternwick,14640000,house,2014,3,1,1,SC_023,3116.0,19953,991.0,19.0,0,hospital_013,620.0,S_193,713.0
57930,-37.828497,145.156328,28 Naughton Grove,Blackburn,17810000,house,2015,4,2,2,SC_002,1675.0,19898,1090.0,35.0,0,hospital_060,497.0,S_018,856.0
91731,-37.990664,145.04071399999998,58 Tramway Parade,Beaumaris,22560000,house,2015,4,2,2,SC_079,4623.0,19865,2358.0,38.0,0,hospital_055,1551.0,S_011,2158.0
46477,-37.721159,145.15044699999999,115 Pitt Street,Eltham,5640000,house,2012,3,1,0,SC_051,5349.0,19987,878.0,44.0,0,hospital_075,4312.0,S_194,955.0
10690,-37.79201126,144.927948,57 McCracken Street,Kensington,9880000,house,2009,4,1,2,SC_011,1493.0,20041,300.0,14.0,0,hospital_114,358.0,S_086,538.0
66580,-37.784094,145.33036,60 Lancaster Drive,Mooroolbark,7050000,house,2016,3,1,2,SC_084,3229.0,19877,1582.0,53.0,0,hospital_113,3268.0,S_224,2671.0
832,-37.7990799,144.90136719999998,3/42A Byron Street,Footscray,3200000,house,2008,2,1,1,SC_011,2268.0,20025,275.0,14.0,0,hospital_003,1319.0,S_201,349.0
46112,-37.713925,145.124456,47 Mountain View Road,Montmorency,8085000,house,2016,3,2,2,SC_051,5453.0,19986,301.0,40.0,0,hospital_075,1907.0,S_210,2273.0
1418,-37.806886,144.884895,77 Williamstown Road,Seddon,10880000,house,2014,3,1,2,SC_043,2530.0,20023,566.0,19.0,0,hospital_056,1535.0,S_201,1341.0
25542,-37.58931732,144.9410248,16 Bertrand Court,Craigieburn,2040000,house,2008,3,2,2,SC_110,991.0,40221,1406.0,46.0,0,hospital_104,7070.0,S_178,810.0
33237,-37.737525,145.00507199999998,85 Beauchamp Street,Preston,7725000,house,2012,3,1,3,SC_103,358.0,20012,420.0,28.0,0,hospital_139,2306.0,S_084,201.0
258,-37.796046000000004,144.887203,12 Essex Street,Footscray,3600000,house,2014,3,1,0,SC_043,2276.0,20023,662.0,19.0,0,hospital_056,336.0,S_201,1085.0
64919,-37.80810928,145.2703705,80A Bayswater Road,Croydon,7847000,house,2009,4,2,2,SC_022,1503.0,19878,1673.0,49.0,0,hospital_164,1300.0,S_055,1421.0
9308,-37.84804535,144.7264252,14 James Cook Drive,Truganina,4455000,house,2008,3,2,1,SC_053,1907.0,46468,3052.0,33.0,0,hospital_073,5250.0,S_007,2601.0
12017,-37.706969,144.761124,1 Torro Walk,Sydenham,6588000,house,2014,4,2,2,SC_048,3370.0,20000,1321.0,39.0,0,hospital_057,7588.0,S_094,1429.0
27765,-37.5940094,144.93046569999998,8 Fern Crt,Craigieburn,2280000,house,2009,3,1,2,SC_110,948.0,40221,1429.0,46.0,0,hospital_104,6372.0,S_178,312.0
36756,-37.64905167,145.03633119999998,11 Touhey Ave,Epping,3406000,house,2008,3,1,2,SC_062,4344.0,20005,661.0,44.0,0,hospital_053,1771.0,S_229,2462.0
54498,-37.820707,145.02471599999998,40 Lennox Street,Hawthorn,21420000,house,2011,3,2,2,SC_083,956.0,19905,203.0,19.0,0,hospital_086,566.0,S_208,948.0
80210,-38.0017054,145.1722244,4 Church Road,Keysborough,6210000,house,2013,5,3,2,SC_057,1004.0,19889,3115.0,50.0,0,hospital_096,905.0,S_079,961.0
379,-37.80871582,144.8952484,15 Pentland Parade,Seddon,10720000,house,2007,3,1,2,SC_043,3408.0,19997,49.0,15.0,0,hospital_056,1909.0,S_201,920.0
87645,-37.93611145,145.0063019,34 Mills Street,Hampton,12880000,house,2008,4,3,2,SC_046,2838.0,19949,472.0,27.0,0,hospital_036,739.0,S_088,372.0
64112,-37.781219,145.288795,284 Maroondah Highway,Croydon,3216000,house,2012,4,2,2,SC_022,2051.0,19878,1739.0,49.0,0,hospital_164,4154.0,S_181,1783.0
95904,-37.931636,145.04367299999998,5 Porter Road,Bentleigh,5850000,house,2012,3,1,2,SC_046,993.0,19937,680.0,36.0,0,hospital_110,624.0,S_107,1355.0
3801,-37.819086,144.887792,7 Gladstone Street,Yarraville,9009000,house,2014,3,1,2,SC_043,3655.0,19996,406.0,16.0,0,hospital_056,2893.0,S_201,2230.0
77759,-37.924648,145.189907,23 Waverley Park Drive,Mulgrave,5844000,house,2013,3,2,2,SC_073,2076.0,19913,4231.0,43.0,0,hospital_161,2562.0,S_067,1271.0
46226,-37.71797943,145.12475590000003,7 McFarlane Street,Montmorency,5360000,house,2009,3,2,0,SC_051,5816.0,19986,413.0,40.0,0,hospital_075,2194.0,S_210,2561.0
61057,-37.81813,145.22651499999998,1/2 Albert Street,Ringwood,2904000,house,2011,2,1,1,SC_032,632.0,19902,330.0,43.0,0,hospital_105,1651.0,S_040,715.0
3046,-37.813712,144.86879,2/146 Roberts Street,Yarraville,12320000,house,2016,4,3,2,SC_043,2322.0,20022,1690.0,21.0,0,hospital_056,2755.0,S_149,2322.0
69172,-37.860867999999996,145.03993300000002,46 Horace Street,Malvern,17810000,house,2012,3,2,1,SC_023,1726.0,19944,1111.0,19.0,0,hospital_183,314.0,S_235,971.0
2286,-37.806453000000005,144.882735,44 Chirnside Street,Kingsville,7408000,house,2016,3,1,1,SC_043,2348.0,20023,565.0,19.0,0,hospital_056,1514.0,S_201,1486.0
34588,-37.71959305,144.9899445,3 Hillcroft Street,Reservoir,6460000,house,2008,3,1,3,SC_103,2464.0,20011,1496.0,30.0,0,hospital_139,749.0,S_030,1248.0
59921,-37.8230139,145.2126604,39 Culwell Avenue,Mitcham,4050000,house,2014,2,1,1,SC_032,1823.0,19901,459.0,41.0,0,hospital_010,2149.0,S_040,1876.0
79302,-37.943155,145.166892,671 PRINCES HIGHWAY,Springvale,3320000,house,2016,4,1,2,SC_073,4435.0,19913,1376.0,43.0,0,hospital_124,3302.0,S_075,1767.0
90117,-37.97211838,145.0731049,173 Warrigal Road,Cheltenham,4239000,house,2009,5,3,1,SC_003,1405.0,19865,1289.0,38.0,0,hospital_109,1070.0,S_003,1378.0
76248,-37.902363,145.09658000000002,49 Burlington St,Oakleigh,4770000,house,2011,3,1,1,SC_087,2036.0,19917,760.0,34.0,0,hospital_166,895.0,S_026,2005.0
72752,-37.866295,145.278399,1/29 Narcissus,Boronia,5625000,house,2009,3,1,1,SC_049,4082.0,19869,837.0,52.0,0,hospital_049,559.0,S_024,748.0
95334,-37.912159,145.026759,26 Pascoe Avenue,Bentleigh,14656000,house,2010,2,1,2,SC_046,3209.0,19940,1034.0,36.0,0,hospital_126,1441.0,S_107,1578.0
22958,-37.750119,144.955051,54 Shaftsbury Street,Coburg,8400000,house,2016,4,3,2,SC_030,2019.0000000000002,19966,769.0,26.0,0,hospital_084,532.0,S_173,1291.0
22047,-37.730847600000004,144.9817185,16 Biggs Street,Coburg north,6993000,house,2014,4,2,2,SC_103,2029.0,19964,1688.0,30.0,0,hospital_139,2063.0,S_030,214.0
81083,-37.97315598,145.21374509999998,27 Sheales Street,Dandenong,4640000,house,2008,3,1,0,SC_112,1555.0,19888,1904.0,53.0,0,hospital_048,353.0,S_183,1078.0
22103,-37.751249,144.954591,17 Wattle Grove,Coburg,11760000,house,2014,3,1,2,SC_030,2134.0,19966,731.0,26.0,0,hospital_084,461.0,S_173,1405.0
3560,-37.80983734,144.8864594,45 O&apos;Farrell Street,Yarraville,5005000,house,2006,3,1,0,SC_043,2839.0,19996,736.0,16.0,0,hospital_056,1860.0,S_201,1434.0
90396,-37.961883,145.045485,26 Wembley Avenue,Cheltenham,11160000,house,2010,4,2,2,SC_079,1471.0,19866,957.0,35.0,0,hospital_082,1006.0,S_023,946.0
84089,-37.853169,144.996163,49 Eastbourne Street,Windsor,6264000,house,2013,2,1,0,SC_066,692.0,19957,484.0,12.0,0,hospital_012,282.0,S_115,983.0
54494,-37.81731796,145.02503969999998,40 College Street,Hawthorn,12760000,house,2009,3,2,0,SC_083,992.0,19905,536.0,19.0,0,hospital_086,564.0,S_208,963.0
43826,-37.70902634,145.077179,5 Pateman Street,Watsonia,6734000,house,2009,4,2,1,SC_017,5258.0,19984,621.0,35.0,0,hospital_037,1930.0,S_020,2072.0
